가입일자,사용자코드,성별,연령대코드,신규가입자수
2021-12-24,회원-내국인,M,50대,13
2021-12-24,회원-내국인,M,40대,33
2021-12-24,회원-내국인,M,30대,29
2021-12-24,회원-내국인,M,20대,84
2021-12-24,회원-내국인,M,10대,54
2021-12-24,회원-내국인,F,기타,1
2021-12-24,회원-내국인,F,70대이상,1
2021-12-24,회원-내국인,F,60대,3
2021-12-24,회원-내국인,F,50대,15
2021-12-24,회원-내국인,F,40대,11
2021-12-24,회원-내국인,F,30대,21
2021-12-24,회원-내국인,F,20대,55
2021-12-24,회원-내국인,F,10대,31
2021-12-23,회원-내국인,M,기타,1
2021-12-23,회원-내국인,M,70대이상,1
2021-12-23,회원-내국인,M,60대,11
2021-12-23,회원-내국인,M,50대,37
2021-12-23,회원-내국인,M,40대,36
2021-12-23,회원-내국인,M,30대,47
2021-12-23,회원-내국인,M,20대,122
2021-12-23,회원-내국인,M,10대,70
2021-12-23,회원-내국인,F,기타,3
2021-12-23,회원-내국인,F,70대이상,2
2021-12-23,회원-내국인,F,60대,6
2021-12-23,회원-내국인,F,50대,12
2021-12-23,회원-내국인,F,40대,20
2021-12-23,회원-내국인,F,30대,32
2021-12-23,회원-내국인,F,20대,96
2021-12-23,회원-내국인,F,10대,53
2021-12-22,회원-내국인,M,기타,2
2021-12-22,회원-내국인,M,60대,8
2021-12-22,회원-내국인,M,50대,20
2021-12-22,회원-내국인,M,40대,35
2021-12-22,회원-내국인,M,30대,51
2021-12-22,회원-내국인,M,20대,103
2021-12-22,회원-내국인,M,10대,80
2021-12-22,회원-내국인,F,60대,1
2021-12-22,회원-내국인,F,50대,11
2021-12-22,회원-내국인,F,40대,21
2021-12-22,회원-내국인,F,30대,35
2021-12-22,회원-내국인,F,20대,84
2021-12-22,회원-내국인,F,10대,43
2021-12-21,회원-내국인,M,기타,1
2021-12-21,회원-내국인,M,70대이상,1
2021-12-21,회원-내국인,M,60대,9
2021-12-21,회원-내국인,M,50대,28
2021-12-21,회원-내국인,M,40대,37
2021-12-21,회원-내국인,M,30대,51
2021-12-21,회원-내국인,M,20대,113
2021-12-21,회원-내국인,M,10대,63
2021-12-21,회원-내국인,F,기타,3
2021-12-21,회원-내국인,F,70대이상,1
2021-12-21,회원-내국인,F,60대,7
2021-12-21,회원-내국인,F,50대,13
2021-12-21,회원-내국인,F,40대,30
2021-12-21,회원-내국인,F,30대,31
2021-12-21,회원-내국인,F,20대,69
2021-12-21,회원-내국인,F,10대,58
2021-12-20,회원-내국인,M,기타,1
2021-12-20,회원-내국인,M,70대이상,1
2021-12-20,회원-내국인,M,60대,7
2021-12-20,회원-내국인,M,50대,25
2021-12-20,회원-내국인,M,40대,37
2021-12-20,회원-내국인,M,30대,62
2021-12-20,회원-내국인,M,20대,103
2021-12-20,회원-내국인,M,10대,66
2021-12-20,회원-내국인,F,기타,1
2021-12-20,회원-내국인,F,60대,5
2021-12-20,회원-내국인,F,50대,11
2021-12-20,회원-내국인,F,40대,20
2021-12-20,회원-내국인,F,30대,20
2021-12-20,회원-내국인,F,20대,80
2021-12-20,회원-내국인,F,10대,52
2021-12-19,회원-내국인,M,70대이상,2
2021-12-19,회원-내국인,M,60대,11
2021-12-19,회원-내국인,M,50대,17
2021-12-19,회원-내국인,M,40대,25
2021-12-19,회원-내국인,M,30대,24
2021-12-19,회원-내국인,M,20대,55
2021-12-19,회원-내국인,M,10대,50
2021-12-19,회원-내국인,F,60대,1
2021-12-19,회원-내국인,F,50대,9
2021-12-19,회원-내국인,F,40대,7
2021-12-19,회원-내국인,F,30대,19
2021-12-19,회원-내국인,F,20대,25
2021-12-19,회원-내국인,F,10대,21
2021-12-18,회원-내국인,M,기타,2
2021-12-18,회원-내국인,M,70대이상,1
2021-12-18,회원-내국인,M,60대,2
2021-12-18,회원-내국인,M,50대,20
2021-12-18,회원-내국인,M,40대,17
2021-12-18,회원-내국인,M,30대,31
2021-12-18,회원-내국인,M,20대,44
2021-12-18,회원-내국인,M,10대,25
2021-12-18,회원-내국인,F,60대,5
2021-12-18,회원-내국인,F,50대,6
2021-12-18,회원-내국인,F,40대,10
2021-12-18,회원-내국인,F,30대,17
2021-12-18,회원-내국인,F,20대,36
2021-12-18,회원-내국인,F,10대,11
2021-12-17,회원-내국인,M,70대이상,3
2021-12-17,회원-내국인,M,60대,6
2021-12-17,회원-내국인,M,50대,24
2021-12-17,회원-내국인,M,40대,37
2021-12-17,회원-내국인,M,30대,26
2021-12-17,회원-내국인,M,20대,71
2021-12-17,회원-내국인,M,10대,27
2021-12-17,회원-내국인,F,기타,1
2021-12-17,회원-내국인,F,60대,3
2021-12-17,회원-내국인,F,50대,10
2021-12-17,회원-내국인,F,40대,10
2021-12-17,회원-내국인,F,30대,17
2021-12-17,회원-내국인,F,20대,45
2021-12-17,회원-내국인,F,10대,21
2021-12-16,회원-내국인,M,기타,2
2021-12-16,회원-내국인,M,70대이상,1
2021-12-16,회원-내국인,M,60대,10
2021-12-16,회원-내국인,M,50대,26
2021-12-16,회원-내국인,M,40대,45
2021-12-16,회원-내국인,M,30대,87
2021-12-16,회원-내국인,M,20대,138
2021-12-16,회원-내국인,M,10대,84
2021-12-16,회원-내국인,F,기타,6
2021-12-16,회원-내국인,F,60대,8
2021-12-16,회원-내국인,F,50대,20
2021-12-16,회원-내국인,F,40대,24
2021-12-16,회원-내국인,F,30대,49
2021-12-16,회원-내국인,F,20대,95
2021-12-16,회원-내국인,F,10대,61
2021-12-15,회원-내국인,M,기타,1
2021-12-15,회원-내국인,M,70대이상,1
2021-12-15,회원-내국인,M,60대,7
2021-12-15,회원-내국인,M,50대,30
2021-12-15,회원-내국인,M,40대,53
2021-12-15,회원-내국인,M,30대,67
2021-12-15,회원-내국인,M,20대,97
2021-12-15,회원-내국인,M,10대,64
2021-12-15,회원-내국인,F,기타,4
2021-12-15,회원-내국인,F,70대이상,1
2021-12-15,회원-내국인,F,60대,2
2021-12-15,회원-내국인,F,50대,19
2021-12-15,회원-내국인,F,40대,38
2021-12-15,회원-내국인,F,30대,28
2021-12-15,회원-내국인,F,20대,73
2021-12-15,회원-내국인,F,10대,52
2021-12-14,회원-내국인,M,기타,1
2021-12-14,회원-내국인,M,70대이상,1
2021-12-14,회원-내국인,M,60대,8
2021-12-14,회원-내국인,M,50대,23
2021-12-14,회원-내국인,M,40대,28
2021-12-14,회원-내국인,M,30대,59
2021-12-14,회원-내국인,M,20대,68
2021-12-14,회원-내국인,M,10대,52
2021-12-14,회원-내국인,F,기타,2
2021-12-14,회원-내국인,F,70대이상,2
2021-12-14,회원-내국인,F,60대,1
2021-12-14,회원-내국인,F,50대,11
2021-12-14,회원-내국인,F,40대,24
2021-12-14,회원-내국인,F,30대,29
2021-12-14,회원-내국인,F,20대,55
2021-12-14,회원-내국인,F,10대,40
2021-12-13,회원-내국인,M,70대이상,1
2021-12-13,회원-내국인,M,60대,11
2021-12-13,회원-내국인,M,50대,21
2021-12-13,회원-내국인,M,40대,37
2021-12-13,회원-내국인,M,30대,33
2021-12-13,회원-내국인,M,20대,65
2021-12-13,회원-내국인,M,10대,52
2021-12-13,회원-내국인,F,기타,1
2021-12-13,회원-내국인,F,70대이상,2
2021-12-13,회원-내국인,F,60대,2
2021-12-13,회원-내국인,F,50대,18
2021-12-13,회원-내국인,F,40대,21
2021-12-13,회원-내국인,F,30대,27
2021-12-13,회원-내국인,F,20대,56
2021-12-13,회원-내국인,F,10대,35
2021-12-12,회원-내국인,M,기타,1
2021-12-12,회원-내국인,M,70대이상,2
2021-12-12,회원-내국인,M,60대,14
2021-12-12,회원-내국인,M,50대,51
2021-12-12,회원-내국인,M,40대,63
2021-12-12,회원-내국인,M,30대,80
2021-12-12,회원-내국인,M,20대,129
2021-12-12,회원-내국인,M,10대,81
2021-12-12,회원-내국인,F,기타,2
2021-12-12,회원-내국인,F,70대이상,2
2021-12-12,회원-내국인,F,60대,5
2021-12-12,회원-내국인,F,50대,20
2021-12-12,회원-내국인,F,40대,49
2021-12-12,회원-내국인,F,30대,57
2021-12-12,회원-내국인,F,20대,108
2021-12-12,회원-내국인,F,10대,62
2021-12-11,회원-내국인,M,70대이상,3
2021-12-11,회원-내국인,M,60대,12
2021-12-11,회원-내국인,M,50대,43
2021-12-11,회원-내국인,M,40대,96
2021-12-11,회원-내국인,M,30대,112
2021-12-11,회원-내국인,M,20대,205
2021-12-11,회원-내국인,M,10대,128
2021-12-11,회원-내국인,F,70대이상,3
2021-12-11,회원-내국인,F,60대,11
2021-12-11,회원-내국인,F,50대,34
2021-12-11,회원-내국인,F,40대,89
2021-12-11,회원-내국인,F,30대,80
2021-12-11,회원-내국인,F,20대,158
2021-12-11,회원-내국인,F,10대,78
2021-12-10,회원-내국인,M,기타,1
2021-12-10,회원-내국인,M,70대이상,3
2021-12-10,회원-내국인,M,60대,7
2021-12-10,회원-내국인,M,50대,26
2021-12-10,회원-내국인,M,40대,53
2021-12-10,회원-내국인,M,30대,70
2021-12-10,회원-내국인,M,20대,106
2021-12-10,회원-내국인,M,10대,100
2021-12-10,회원-내국인,F,기타,1
2021-12-10,회원-내국인,F,70대이상,2
2021-12-10,회원-내국인,F,60대,8
2021-12-10,회원-내국인,F,50대,16
2021-12-10,회원-내국인,F,40대,32
2021-12-10,회원-내국인,F,30대,37
2021-12-10,회원-내국인,F,20대,81
2021-12-10,회원-내국인,F,10대,52
2021-12-09,회원-내국인,M,기타,1
2021-12-09,회원-내국인,M,60대,11
2021-12-09,회원-내국인,M,50대,36
2021-12-09,회원-내국인,M,40대,61
2021-12-09,회원-내국인,M,30대,71
2021-12-09,회원-내국인,M,20대,124
2021-12-09,회원-내국인,M,10대,118
2021-12-09,회원-내국인,F,기타,2
2021-12-09,회원-내국인,F,60대,7
2021-12-09,회원-내국인,F,50대,23
2021-12-09,회원-내국인,F,40대,33
2021-12-09,회원-내국인,F,30대,67
2021-12-09,회원-내국인,F,20대,110
2021-12-09,회원-내국인,F,10대,71
2021-12-08,회원-내국인,M,기타,1
2021-12-08,회원-내국인,M,60대,13
2021-12-08,회원-내국인,M,50대,37
2021-12-08,회원-내국인,M,40대,69
2021-12-08,회원-내국인,M,30대,93
2021-12-08,회원-내국인,M,20대,119
2021-12-08,회원-내국인,M,10대,124
2021-12-08,회원-내국인,F,기타,3
2021-12-08,회원-내국인,F,70대이상,3
2021-12-08,회원-내국인,F,60대,7
2021-12-08,회원-내국인,F,50대,25
2021-12-08,회원-내국인,F,40대,41
2021-12-08,회원-내국인,F,30대,72
2021-12-08,회원-내국인,F,20대,115
2021-12-08,회원-내국인,F,10대,89
2021-12-07,회원-내국인,M,기타,1
2021-12-07,회원-내국인,M,70대이상,3
2021-12-07,회원-내국인,M,60대,19
2021-12-07,회원-내국인,M,50대,46
2021-12-07,회원-내국인,M,40대,58
2021-12-07,회원-내국인,M,30대,96
2021-12-07,회원-내국인,M,20대,135
2021-12-07,회원-내국인,M,10대,100
2021-12-07,회원-내국인,F,기타,1
2021-12-07,회원-내국인,F,60대,9
2021-12-07,회원-내국인,F,50대,30
2021-12-07,회원-내국인,F,40대,37
2021-12-07,회원-내국인,F,30대,60
2021-12-07,회원-내국인,F,20대,102
2021-12-07,회원-내국인,F,10대,82
2021-12-06,회원-내국인,M,기타,1
2021-12-06,회원-내국인,M,60대,9
2021-12-06,회원-내국인,M,50대,22
2021-12-06,회원-내국인,M,40대,58
2021-12-06,회원-내국인,M,30대,80
2021-12-06,회원-내국인,M,20대,131
2021-12-06,회원-내국인,M,10대,105
2021-12-06,회원-내국인,F,기타,3
2021-12-06,회원-내국인,F,70대이상,2
2021-12-06,회원-내국인,F,60대,5
2021-12-06,회원-내국인,F,50대,32
2021-12-06,회원-내국인,F,40대,39
2021-12-06,회원-내국인,F,30대,49
2021-12-06,회원-내국인,F,20대,114
2021-12-06,회원-내국인,F,10대,78
2021-12-05,회원-내국인,M,기타,1
2021-12-05,회원-내국인,M,70대이상,3
2021-12-05,회원-내국인,M,60대,10
2021-12-05,회원-내국인,M,50대,38
2021-12-05,회원-내국인,M,40대,104
2021-12-05,회원-내국인,M,30대,84
2021-12-05,회원-내국인,M,20대,149
2021-12-05,회원-내국인,M,10대,130
2021-12-05,회원-내국인,F,기타,4
2021-12-05,회원-내국인,F,70대이상,6
2021-12-05,회원-내국인,F,60대,6
2021-12-05,회원-내국인,F,50대,32
2021-12-05,회원-내국인,F,40대,70
2021-12-05,회원-내국인,F,30대,78
2021-12-05,회원-내국인,F,20대,126
2021-12-05,회원-내국인,F,10대,75
2021-12-04,회원-내국인,M,기타,1
2021-12-04,회원-내국인,M,70대이상,2
2021-12-04,회원-내국인,M,60대,13
2021-12-04,회원-내국인,M,50대,30
2021-12-04,회원-내국인,M,40대,69
2021-12-04,회원-내국인,M,30대,92
2021-12-04,회원-내국인,M,20대,122
2021-12-04,회원-내국인,M,10대,98
2021-12-04,회원-내국인,F,기타,1
2021-12-04,회원-내국인,F,70대이상,1
2021-12-04,회원-내국인,F,60대,11
2021-12-04,회원-내국인,F,50대,26
2021-12-04,회원-내국인,F,40대,40
2021-12-04,회원-내국인,F,30대,51
2021-12-04,회원-내국인,F,20대,123
2021-12-04,회원-내국인,F,10대,67
2021-12-03,회원-내국인,M,기타,2
2021-12-03,회원-내국인,M,60대,9
2021-12-03,회원-내국인,M,50대,20
2021-12-03,회원-내국인,M,40대,43
2021-12-03,회원-내국인,M,30대,69
2021-12-03,회원-내국인,M,20대,94
2021-12-03,회원-내국인,M,10대,69
2021-12-03,회원-내국인,F,60대,1
2021-12-03,회원-내국인,F,50대,12
2021-12-03,회원-내국인,F,40대,21
2021-12-03,회원-내국인,F,30대,41
2021-12-03,회원-내국인,F,20대,58
2021-12-03,회원-내국인,F,10대,38
2021-12-02,회원-내국인,M,기타,1
2021-12-02,회원-내국인,M,70대이상,2
2021-12-02,회원-내국인,M,60대,14
2021-12-02,회원-내국인,M,50대,30
2021-12-02,회원-내국인,M,40대,32
2021-12-02,회원-내국인,M,30대,47
2021-12-02,회원-내국인,M,20대,70
2021-12-02,회원-내국인,M,10대,57
2021-12-02,회원-내국인,F,기타,2
2021-12-02,회원-내국인,F,60대,2
2021-12-02,회원-내국인,F,50대,15
2021-12-02,회원-내국인,F,40대,18
2021-12-02,회원-내국인,F,30대,33
2021-12-02,회원-내국인,F,20대,78
2021-12-02,회원-내국인,F,10대,34
2021-12-01,회원-내국인,M,60대,9
2021-12-01,회원-내국인,M,50대,16
2021-12-01,회원-내국인,M,40대,25
2021-12-01,회원-내국인,M,30대,40
2021-12-01,회원-내국인,M,20대,68
2021-12-01,회원-내국인,M,10대,66
2021-12-01,회원-내국인,F,기타,1
2021-12-01,회원-내국인,F,70대이상,1
2021-12-01,회원-내국인,F,60대,3
2021-12-01,회원-내국인,F,50대,11
2021-12-01,회원-내국인,F,40대,22
2021-12-01,회원-내국인,F,30대,21
2021-12-01,회원-내국인,F,20대,53
2021-12-01,회원-내국인,F,10대,40
2021-11-30,회원-내국인,M,기타,1
2021-11-30,회원-내국인,M,60대,4
2021-11-30,회원-내국인,M,50대,24
2021-11-30,회원-내국인,M,40대,36
2021-11-30,회원-내국인,M,30대,32
2021-11-30,회원-내국인,M,20대,67
2021-11-30,회원-내국인,M,10대,39
2021-11-30,회원-내국인,F,기타,1
2021-11-30,회원-내국인,F,70대이상,1
2021-11-30,회원-내국인,F,60대,1
2021-11-30,회원-내국인,F,50대,10
2021-11-30,회원-내국인,F,40대,19
2021-11-30,회원-내국인,F,30대,19
2021-11-30,회원-내국인,F,20대,42
2021-11-30,회원-내국인,F,10대,29
2021-11-29,회원-내국인,M,70대이상,1
2021-11-29,회원-내국인,M,60대,8
2021-11-29,회원-내국인,M,50대,39
2021-11-29,회원-내국인,M,40대,57
2021-11-29,회원-내국인,M,30대,85
2021-11-29,회원-내국인,M,20대,163
2021-11-29,회원-내국인,M,10대,127
2021-11-29,회원-내국인,F,기타,3
2021-11-29,회원-내국인,F,70대이상,1
2021-11-29,회원-내국인,F,60대,5
2021-11-29,회원-내국인,F,50대,41
2021-11-29,회원-내국인,F,40대,38
2021-11-29,회원-내국인,F,30대,78
2021-11-29,회원-내국인,F,20대,123
2021-11-29,회원-내국인,F,10대,95
2021-11-28,회원-내국인,M,70대이상,2
2021-11-28,회원-내국인,M,60대,20
2021-11-28,회원-내국인,M,50대,55
2021-11-28,회원-내국인,M,40대,131
2021-11-28,회원-내국인,M,30대,148
2021-11-28,회원-내국인,M,20대,215
2021-11-28,회원-내국인,M,10대,176
2021-11-28,회원-내국인,F,기타,2
2021-11-28,회원-내국인,F,60대,7
2021-11-28,회원-내국인,F,50대,36
2021-11-28,회원-내국인,F,40대,101
2021-11-28,회원-내국인,F,30대,114
2021-11-28,회원-내국인,F,20대,193
2021-11-28,회원-내국인,F,10대,95
2021-11-27,회원-내국인,M,70대이상,4
2021-11-27,회원-내국인,M,60대,16
2021-11-27,회원-내국인,M,50대,64
2021-11-27,회원-내국인,M,40대,94
2021-11-27,회원-내국인,M,30대,131
2021-11-27,회원-내국인,M,20대,214
2021-11-27,회원-내국인,M,10대,152
2021-11-27,회원-내국인,F,기타,3
2021-11-27,회원-내국인,F,70대이상,2
2021-11-27,회원-내국인,F,60대,12
2021-11-27,회원-내국인,F,50대,30
2021-11-27,회원-내국인,F,40대,68
2021-11-27,회원-내국인,F,30대,91
2021-11-27,회원-내국인,F,20대,192
2021-11-27,회원-내국인,F,10대,88
2021-11-26,회원-내국인,M,기타,3
2021-11-26,회원-내국인,M,70대이상,1
2021-11-26,회원-내국인,M,60대,24
2021-11-26,회원-내국인,M,50대,42
2021-11-26,회원-내국인,M,40대,74
2021-11-26,회원-내국인,M,30대,81
2021-11-26,회원-내국인,M,20대,112
2021-11-26,회원-내국인,M,10대,75
2021-11-26,회원-내국인,F,기타,4
2021-11-26,회원-내국인,F,70대이상,1
2021-11-26,회원-내국인,F,60대,6
2021-11-26,회원-내국인,F,50대,19
2021-11-26,회원-내국인,F,40대,31
2021-11-26,회원-내국인,F,30대,57
2021-11-26,회원-내국인,F,20대,110
2021-11-26,회원-내국인,F,10대,62
2021-11-25,회원-내국인,M,기타,1
2021-11-25,회원-내국인,M,60대,12
2021-11-25,회원-내국인,M,50대,34
2021-11-25,회원-내국인,M,40대,57
2021-11-25,회원-내국인,M,30대,81
2021-11-25,회원-내국인,M,20대,130
2021-11-25,회원-내국인,M,10대,74
2021-11-25,회원-내국인,F,기타,2
2021-11-25,회원-내국인,F,70대이상,1
2021-11-25,회원-내국인,F,60대,6
2021-11-25,회원-내국인,F,50대,22
2021-11-25,회원-내국인,F,40대,41
2021-11-25,회원-내국인,F,30대,67
2021-11-25,회원-내국인,F,20대,107
2021-11-25,회원-내국인,F,10대,53
2021-11-24,회원-내국인,M,기타,1
2021-11-24,회원-내국인,M,70대이상,3
2021-11-24,회원-내국인,M,60대,14
2021-11-24,회원-내국인,M,50대,33
2021-11-24,회원-내국인,M,40대,54
2021-11-24,회원-내국인,M,30대,76
2021-11-24,회원-내국인,M,20대,117
2021-11-24,회원-내국인,M,10대,71
2021-11-24,회원-내국인,F,기타,3
2021-11-24,회원-내국인,F,70대이상,2
2021-11-24,회원-내국인,F,60대,4
2021-11-24,회원-내국인,F,50대,19
2021-11-24,회원-내국인,F,40대,24
2021-11-24,회원-내국인,F,30대,32
2021-11-24,회원-내국인,F,20대,86
2021-11-24,회원-내국인,F,10대,45
2021-11-23,회원-내국인,M,기타,2
2021-11-23,회원-내국인,M,60대,11
2021-11-23,회원-내국인,M,50대,31
2021-11-23,회원-내국인,M,40대,28
2021-11-23,회원-내국인,M,30대,58
2021-11-23,회원-내국인,M,20대,75
2021-11-23,회원-내국인,M,10대,50
2021-11-23,회원-내국인,F,기타,3
2021-11-23,회원-내국인,F,70대이상,1
2021-11-23,회원-내국인,F,60대,3
2021-11-23,회원-내국인,F,50대,12
2021-11-23,회원-내국인,F,40대,23
2021-11-23,회원-내국인,F,30대,39
2021-11-23,회원-내국인,F,20대,71
2021-11-23,회원-내국인,F,10대,39
2021-11-22,회원-내국인,M,70대이상,5
2021-11-22,회원-내국인,M,60대,14
2021-11-22,회원-내국인,M,50대,36
2021-11-22,회원-내국인,M,40대,52
2021-11-22,회원-내국인,M,30대,61
2021-11-22,회원-내국인,M,20대,67
2021-11-22,회원-내국인,M,10대,57
2021-11-22,회원-내국인,F,60대,9
